   Operation      Sample         Ops
14   0            1       59.19
14   0            2       63.15
14   0            3       64.94
14   0            4       59.07
14   0            5       56.54
14   0            6       56.29
14   0            7       57.00
14   0            8       56.41
14   0            9       59.53
14   0           10       63.01
100  0            1      655.44
100  0            2      655.76
100  0            3      650.31
100  0            4      648.50
100  0            5      653.74
100  0            6      654.80
100  0            7      653.29
100  0            8      653.76
100  0            9      654.64
100  0           10      653.58
300  0            1     1739.38
300  0            2     1632.32
300  0            3     1623.84
300  0            4     1636.61
300  0            5     1635.50
300  0            6     1636.43
300  0            7     1631.53
300  0            8     1635.95
300  0            9     1632.56
300  0           10     1631.95
500  0            1     2546.02
500  0            2     2555.20
500  0            3     2557.27
500  0            4     2559.70
500  0            5     2561.73
500  0            6     2543.01
500  0            7     2550.44
500  0            8     2566.20
500  0            9     2566.37
500  0           10     2553.59
850  0            1     3904.38
850  0            2     3908.35
850  0            3     3875.10
850  0            4     3893.59
850  0            5     3892.51
850  0            6     3890.14
850  0            7     3895.34
850  0            8     3897.55
850  0            9     3898.49
850  0           10     3894.95
