   Operation      Sample         Ops
commit   0       5.2725       72.70
commit   0      15.2108      108.70
commit   0      26.1691       90.70
commit   0      38.2392       96.70
commit   0      52.6583      138.60
commit   0      62.7403      102.70
commit   0      71.2734       48.80
commit   0      81.2237       96.70
commit   0      94.1700      102.70
commit   0     107.9167      114.70
commit   0     121.4857      120.70
commit   0     137.7534      114.70
commit   0     150.4782      156.60
read     0      60.8438      166.40
read     0      60.8438      163.80
read     0      60.8438      163.90
read     0      60.8438     1359.10
read     0      60.8438     1344.20
read     0      60.8438      434.20
read     0      60.8438      287.00
read     0      60.8438      601.30
read     0      60.8438      316.60
read     0      60.8438      163.80
read     0      60.8438      423.00
read     0      60.8438      163.80
read     0      60.8438      163.80
read     0      60.8438      660.70
read     0      60.8438      163.80
read     0      60.8438      163.80
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      164.80
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      140.40
read     0     103.8191      164.80
read     0     103.8191      140.40
read     0     103.8191      140.30
read     0     103.8191      140.40
read     0     129.7163      452.90
read     0     129.7163      172.50
read     0     129.7163      110.70
read     0     129.7163      159.10
read     0     129.7163      146.40
read     0     129.7163      467.70
read     0     129.7163      149.40
read     0     129.7163      110.60
read     0     129.7163      110.70
read     0     129.7163      110.70
read     0     129.7163      472.90
read     0     129.7163      110.70
read     0     129.7163      110.70
read     0     129.7163      110.70
read     0     129.7163      166.80
read     0     129.7163      110.70
read     0     138.8595       86.30
read     0     138.8595       81.10
read     0     138.8595      101.30
read     0     138.8595      391.30
read     0     138.8595       94.80
read     0     138.8595       94.80
read     0     138.8596       81.10
read     0     138.8595       81.10
read     0     138.8595       81.10
read     0     138.8595       81.10
read     0     138.8596       81.10
read     0     138.8596       81.10
read     0     138.8596       81.10
read     0     138.8596       81.10
read     0     138.8596       81.10
read     0     138.8596       81.10
read     0     141.1428       52.50
read     0     141.1429       52.50
read     0     141.1428       52.50
read     0     141.1428       52.60
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1431       52.50
read     0     141.1432       52.50
read     0     141.1432       52.50
read     0     141.1432       52.50
read     0     141.1432       52.50
read     0     141.1432       52.50
read     0     141.9264       39.70
read     0     141.9263       39.70
read     0     141.9264       39.70
read     0     141.9263       39.70
read     0     141.9264       39.70
read     0     141.9263       39.70
read     0     141.9263       39.70
read     0     141.9264       39.60
read     0     141.9264       39.60
read     0     141.9264       39.60
read     0     141.9264       39.60
read     0     141.9264       39.50
read     0     141.9264       39.50
read     0     141.9264       39.50
read     0     141.9265       39.50
read     0     141.9265       39.50
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0794       30.70
read     0     142.0796       30.40
read     0     142.0796       30.40
read     0     142.0796       30.40
read     0     142.0796       30.40
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1674       12.20
read     0     142.1678       11.90
read     0     142.1678       11.90
read     0     142.1678       11.90
read     0     142.1678       11.90
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2090        0.00
read     0     142.2125        0.00
read     0     142.2125        0.00
read     0     142.2125        0.00
read     0     142.2125        0.00
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2650       14.80
read     0     142.2654        6.00
read     0     142.2654        6.00
read     0     142.2654        6.00
read     0     142.2654        6.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3062        0.00
read     0     142.3087        0.10
read     0     142.3090        0.00
read     0     142.3092        0.00
read     0     142.3092        0.00
read     0     142.3395        0.30
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.10
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3556        0.10
read     0     142.3556        0.00
read     0     142.3556        0.00
read     0     142.3700        0.00
read     0     142.4005        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.10
read     0     142.4093        0.00
read     0     142.4093        0.10
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.10
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4093        0.00
read     0     142.4315        0.10
read     0     142.4649        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4735        0.00
read     0     142.4981        0.00
read     0     142.5313        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.10
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5422        0.00
read     0     142.5644        0.00
read     0     142.5977        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.00
read     0     142.6116        0.00
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.10
read     0     142.6116        0.00
read     0     142.6116        0.10
read     0     142.6116        0.00
read     0     142.6116        0.00
read     0     142.6308        0.00
read     0     142.6638        0.00
read     0     142.6803        0.10
read     0     142.6803        0.10
read     0     142.6803        0.10
read     0     142.6803        0.10
read     0     142.6803        0.10
read     0     142.6803        0.00
read     0     142.6803        0.10
read     0     142.6803        0.00
read     0     142.6803        0.00
read     0     142.6803        0.10
read     0     142.6803        0.10
read     0     142.6803        0.00
read     0     142.6803        0.10
read     0     142.6803        0.00
read     0     142.6803        0.10
read     0     142.6968        0.00
read     0     142.7280        0.10
read     0     142.7298        0.10
read     0     142.7361        0.10
read     0     142.7361        0.10
read     0     142.7361        0.00
read     0     142.7361        0.10
read     0     142.7361        0.00
read     0     142.7361        0.10
read     0     142.7361        0.10
read     0     142.7361        0.10
read     0     142.7361        0.00
read     0     142.7361        0.10
read     0     142.7361        0.00
read     0     142.7361        0.10
read     0     142.7361        0.10
read     0     142.7361        0.10
read     0     142.7625        0.10
read     0     142.7627        0.00
read     0     142.7956        0.00
read     0     142.7972        0.10
read     0     142.8047        0.10
read     0     142.8047        0.10
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.10
read     0     142.8047        0.10
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.00
read     0     142.8047        0.10
read     0     142.8047        0.10
read     0     142.8284        0.00
read     0     142.8319        0.10
read     0     142.8613        0.00
read     0     142.8665        0.10
read     0     142.8727        0.00
read     0     142.8727        0.10
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.10
read     0     142.8727        0.00
read     0     142.8727        0.00
read     0     142.8727        0.10
read     0     142.8727        0.10
read     0     142.8727        0.00
read     0     142.8942        0.00
read     0     142.9011        0.00
read     0     142.9271        0.00
read     0     142.9357        0.10
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.10
read     0     142.9402        0.10
read     0     142.9402        0.00
read     0     142.9402        0.10
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.00
read     0     142.9402        0.10
read     0     142.9402        0.10
read     0     142.9600        0.00
read     0     142.9707        0.10
read     0     142.9928        0.00
read     0     143.0053        0.10
read     0     143.0073        0.00
read     0     143.0073        0.00
read     0     143.0073        0.10
read     0     143.0073        0.10
read     0     143.0073        0.00
read     0     143.0073        0.10
read     0     143.0073        0.10
read     0     143.0073        0.10
read     0     143.0073        0.10
read     0     143.0073        0.00
read     0     143.0073        0.00
read     0     143.0073        0.10
read     0     143.0073        0.00
read     0     143.0073        0.10
read     0     143.0257        0.00
read     0     143.0399        0.00
read     0     143.0586        0.00
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0740        0.10
read     0     143.0744        0.10
read     0     143.0914        0.00
read     0     143.1092        0.10
read     0     143.1243        0.00
read     0     143.1401        0.10
read     0     143.1401        0.10
read     0     143.1401        0.00
read     0     143.1401        0.00
read     0     143.1401        0.00
read     0     143.1401        0.00
read     0     143.1401        0.00
read     0     143.1401        0.00
read     0     143.1401        0.10
read     0     143.1401        0.10
read     0     143.1401        0.10
read     0     143.1401        0.00
read     0     143.1401        0.10
read     0     143.1401        0.10
read     0     143.1467        0.10
read     0     143.1607        0.00
read     0     143.1780        0.10
read     0     143.1907        0.10
read     0     143.1979        0.10
read     0     143.1979        0.00
read     0     143.1979        0.00
read     0     143.1979        0.00
read     0     143.1979        0.00
read     0     143.1979        0.00
read     0     143.1979        0.00
