   Operation      Sample         Ops
1   0            1    38640.61
1   0            2    39548.73
1   0            3    39740.05
1   0            4    39614.36
1   0            5    39687.00
1   0            6    38720.27
1   0            7    39632.61
1   0            8    39567.77
1   0            9    39304.07
1   0           10    39386.55
   Operation      Sample         Ops
1   0            1    44358.02
1   0            2    44060.03
1   0            3    43949.45
1   0            4    43897.45
1   0            5    43918.38
1   0            6    43895.88
1   0            7    43918.05
1   0            8    44005.58
1   0            9    43925.06
1   0           10    44080.38
