   Operation      Sample         Ops
WriteScore   0            1    11684.00
WriteScore   0            1      479.00
WriteScore   0            1      370.00
WriteScore   0            1      335.00
WriteScore   0            1      331.00
WriteScore   0            1      331.00
WriteScore   0            1      321.00
ReadScore    0            1   612655.00
ReadScore    0            1   411685.00
ReadScore    0            1   358345.00
ReadScore    0            1   340722.00
ReadScore    0            1   328032.00
ReadScore    0            1   323280.00
ReadScore    0            1   310166.00
