   Operation      Sample         Ops
Time   0            1       98.00
Time   0            2       67.00
Time   0            3       63.00
Time   0            4       60.00
Time   0            5       62.00
Time   0            6       62.00
Time   0            7       62.00
Time   0            8       61.00
Time   0            9       57.00
Time   0           10       55.00
Time   0           11       57.00
Time   0           12       55.00
Time   0           13       56.00
Time   0           14       56.00
Time   0           15       55.00
Time   0           16       57.00
Time   0           17       58.00
Time   0           18       55.00
Time   0           19       55.00
Time   0           20       56.00
Time   0           21       56.00
Time   0           22       56.00
Time   0           23       56.00
Time   0           24       56.00
Time   0           25       55.00
Time   0           26       55.00
Time   0           27       56.00
Time   0           28       56.00
Time   0           29       55.00
Time   0           30       55.00
Time   0           31       56.00
Time   0           32       55.00
Time   0           33       59.00
Time   0           34       56.00
Time   0           35       56.00
Time   0           36       55.00
Time   0           37       57.00
Time   0           38       57.00
Time   0           39       56.00
Time   0           40       56.00
Time   0           41       56.00
Time   0           42       57.00
Time   0           43       56.00
Time   0           44       57.00
Time   0           45       56.00
Time   0           46       56.00
Time   0           47       56.00
Time   0           48       57.00
Time   0           49       60.00
Time   0           50       56.00
Time   0           51       56.00
Time   0           52       56.00
Time   0           53       56.00
Time   0           54       57.00
Time   0           55       55.00
Time   0           56       57.00
Time   0           57       56.00
Time   0           58       56.00
Time   0           59       54.00
Time   0           60       57.00
Time   0           61       56.00
Time   0           62       55.00
Time   0           63       56.00
Time   0           64       56.00
Time   0           65       58.00
Time   0           66       55.00
Time   0           67       56.00
Time   0           68       56.00
Time   0           69       57.00
Time   0           70       54.00
Time   0           71       56.00
Time   0           72       55.00
Time   0           73       56.00
Time   0           74       55.00
Time   0           75       57.00
Time   0           76       55.00
Time   0           77       56.00
Time   0           78       56.00
Time   0           79       56.00
Time   0           80       57.00
Time   0           81       57.00
Time   0           82       56.00
Time   0           83       55.00
Time   0           84       56.00
Time   0           85       55.00
Time   0           86       54.00
Time   0           87       94.00
Time   0           88       56.00
Time   0           89       55.00
Time   0           90       57.00
Time   0           91       56.00
Time   0           92       56.00
Time   0           93       57.00
Time   0           94       56.00
Time   0           95       54.00
Time   0           96       55.00
Time   0           97       57.00
Time   0           98       55.00
Time   0           99       56.00
Time   0          100       56.00
Time   0          101       56.00
Time   0          102       56.00
Time   0          103       56.00
Time   0          104       56.00
Time   0          105       55.00
Time   0          106       56.00
Time   0          107       56.00
Time   0          108       55.00
Time   0          109       55.00
Time   0          110       56.00
Time   0          111       55.00
Time   0          112       56.00
Time   0          113       57.00
Time   0          114       56.00
Time   0          115       92.00
Time   0          116       56.00
Time   0          117       56.00
Time   0          118       56.00
Time   0          119       55.00
Time   0          120       56.00
Time   0          121       56.00
Time   0          122       55.00
Time   0          123       56.00
Time   0          124       56.00
Time   0          125       54.00
Time   0          126       56.00
Time   0          127       55.00
Time   0          128       55.00
Time   0          129       57.00
Time   0          130       55.00
Time   0          131       56.00
Time   0          132       55.00
Time   0          133       55.00
Time   0          134       54.00
Time   0          135       57.00
Time   0          136       56.00
Time   0          137       55.00
Time   0          138       56.00
Time   0          139       56.00
Time   0          140       56.00
Time   0          141       56.00
Time   0          142       56.00
Time   0          143       55.00
Time   0          144       56.00
Time   0          145       57.00
Time   0          146       56.00
Time   0          147       55.00
Time   0          148       56.00
Time   0          149       55.00
Time   0          150       58.00
Time   0          151       56.00
Time   0          152       56.00
Time   0          153       58.00
Time   0          154       56.00
Time   0          155       56.00
Time   0          156       57.00
Time   0          157       58.00
Time   0          158       55.00
Time   0          159       56.00
Time   0          160       56.00
Time   0          161       59.00
Time   0          162       56.00
Time   0          163       57.00
Time   0          164       57.00
Time   0          165       58.00
Time   0          166       57.00
Time   0          167       56.00
Time   0          168       56.00
Time   0          169       56.00
Time   0          170       69.00
Time   0          171       56.00
Time   0          172       56.00
Time   0          173       56.00
Time   0          174       57.00
Time   0          175       56.00
Time   0          176       56.00
Time   0          177       59.00
Time   0          178       56.00
Time   0          179       57.00
Time   0          180       57.00
Time   0          181       57.00
Time   0          182       55.00
Time   0          183       57.00
Time   0          184       55.00
Time   0          185       56.00
Time   0          186       56.00
Time   0          187       55.00
Time   0          188       55.00
Time   0          189       55.00
Time   0          190       56.00
Time   0          191       56.00
Time   0          192       55.00
Time   0          193       76.00
Time   0          194       82.00
Time   0          195       73.00
Time   0          196       72.00
Time   0          197       73.00
Time   0          198       73.00
Time   0          199       77.00
Time   0          200       74.00
Time   0          201       70.00
Time   0          202       72.00
Time   0          203       74.00
Time   0          204       69.00
Time   0          205       65.00
Time   0          206       64.00
Time   0          207       65.00
Time   0          208       65.00
Time   0          209       70.00
Time   0          210       69.00
Time   0          211       72.00
Time   0          212       86.00
Time   0          213       71.00
Time   0          214       73.00
Time   0          215       74.00
Time   0          216       68.00
Time   0          217       64.00
Time   0          218       56.00
Time   0          219       58.00
Time   0          220       56.00
Time   0          221       56.00
Time   0          222       56.00
Time   0          223       56.00
Time   0          224       56.00
Time   0          225       59.00
Time   0          226       56.00
Time   0          227       56.00
Time   0          228       55.00
Time   0          229       55.00
Time   0          230       55.00
Time   0          231       56.00
Time   0          232       54.00
Time   0          233       54.00
Time   0          234       55.00
Time   0          235       54.00
Time   0          236       54.00
Time   0          237       55.00
Time   0          238       55.00
Time   0          239       54.00
Time   0          240       55.00
Time   0          241       59.00
Time   0          242       55.00
Time   0          243       55.00
Time   0          244       54.00
Time   0          245       55.00
Time   0          246       54.00
Time   0          247      101.00
Time   0          248       54.00
Time   0          249       55.00
Time   0          250       55.00
Time   0          251       55.00
Time   0          252       54.00
Time   0          253       54.00
Time   0          254       54.00
Time   0          255       54.00
Time   0          256       56.00
