   Operation      Sample         Ops
14   0            1       58.67
14   0            2       56.44
14   0            3       57.00
14   0            4       56.87
14   0            5       57.30
14   0            6       57.02
14   0            7       56.96
14   0            8       56.83
14   0            9       57.31
14   0           10       57.12
100  0            1      632.50
100  0            2      629.97
100  0            3      633.17
100  0            4      629.89
100  0            5      632.58
100  0            6      633.40
100  0            7      631.25
100  0            8      633.87
100  0            9      630.14
100  0           10      633.09
300  0            1     1639.53
300  0            2     1655.82
300  0            3     1647.18
300  0            4     1651.53
300  0            5     1655.12
300  0            6     1642.96
300  0            7     1645.14
300  0            8     1654.67
300  0            9     1637.25
300  0           10     1657.73
500  0            1     2582.79
500  0            2     2571.64
500  0            3     2565.32
500  0            4     2587.12
500  0            5     2569.03
500  0            6     2580.63
500  0            7     2572.28
500  0            8     2582.59
500  0            9     2575.02
500  0           10     2577.94
850  0            1     3929.59
850  0            2     3906.38
850  0            3     3916.71
850  0            4     3930.75
850  0            5     3913.17
850  0            6     3922.69
850  0            7     3902.53
850  0            8     3940.52
850  0            9     3907.19
850  0           10     3907.36
   Operation      SampleRound-Trip-Time
   Operation      Sample         Ops
14   0            1       15.03
14   0            2       13.72
14   0            3       14.52
14   0            4       13.76
14   0            5       15.09
14   0            6       13.70
14   0            7       13.54
14   0            8       14.64
14   0            9       13.63
14   0           10       13.64
100  0            1      100.48
100  0            2      101.80
100  0            3       97.84
100  0            4       98.35
100  0            5       97.87
100  0            6       96.95
100  0            7       99.13
100  0            8      106.95
100  0            9       98.86
100  0           10      107.58
300  0            1      314.29
300  0            2      316.20
300  0            3      303.06
300  0            4      318.89
300  0            5      286.81
300  0            6      301.38
300  0            7      289.50
300  0            8      300.30
300  0            9      307.56
300  0           10      309.10
500  0            1      522.34
500  0            2      521.88
500  0            3      523.24
500  0            4      521.56
500  0            5      522.58
500  0            6      523.94
500  0            7      519.23
500  0            8      522.42
500  0            9      523.63
500  0           10      516.70
850  0            1      884.94
850  0            2      888.62
850  0            3      888.48
850  0            4      886.41
850  0            5      894.30
850  0            6      888.40
850  0            7      880.93
850  0            8      892.19
850  0            9      885.60
850  0           10      882.69
   Operation      SampleRound-Trip-Time
