   Operation      Sample     Latency
39-i32-d0     0            2 14488759.80
39-i32-d0     0            3 14491100.20
39-i4-d0      0            1 40945803.20
39-i4-d0      0            2 40638351.80
39-i4-d0      0            3 40697091.00
39-i64-d0     0            1 16594677.60
39-i64-d0     0            2 16683911.80
39-i64-d0     0            3 16674126.00
39-i8-d0      0            1 38417374.60
39-i8-d0      0            2 38307560.60
39-i8-d0      0            3 38367961.80
4-i1-d0       0            1  3079169.40
4-i1-d0       0            2  3081928.60
4-i1-d0       0            3  3067357.60
4-i128-d0     0            1  3647229.20
4-i128-d0     0            2  3518731.20
4-i128-d0     0            3  3488089.60
4-i16-d0      0            1  4419672.00
4-i16-d0      0            2  4494774.40
4-i16-d0      0            3  4364601.80
4-i2-d0       0            1  3071254.40
4-i2-d0       0            2  3061948.40
4-i2-d0       0            3  3066607.60
4-i32-d0      0            1  3843943.60
4-i32-d0      0            2  3954946.40
4-i32-d0      0            3  3965319.40
4-i4-d0       0            1  4253372.60
4-i4-d0       0            2  4196857.20
4-i4-d0       0            3  4194875.00
4-i64-d0      0            1  3648990.60
4-i64-d0      0            2  3511483.80
4-i64-d0      0            3  3491311.40
4-i8-d0       0            1  5218031.00
4-i8-d0       0            2  5201807.80
4-i8-d0       0            3  5194357.80
47-i1-d0      0            1 18793174.00
47-i1-d0      0            2 18697168.80
47-i1-d0      0            3 18714894.00
47-i128-d0    0            1 17778103.40
47-i128-d0    0            2 17816396.00
47-i128-d0    0            3 17787223.00
47-i16-d0     0            1 27005271.00
47-i16-d0     0            2 26910587.00
47-i16-d0     0            3 26976617.20
47-i2-d0      0            1 34643230.40
47-i2-d0      0            2 34621585.40
47-i2-d0      0            3 34528441.20
47-i32-d0     0            1 21611874.00
47-i32-d0     0            2 21602047.60
47-i32-d0     0            3 21569361.40
47-i4-d0      0            1 44395387.60
47-i4-d0      0            2 44351041.80
47-i4-d0      0            3 44251775.60
47-i64-d0     0            1 17548299.80
47-i64-d0     0            2 17539210.60
47-i64-d0     0            3 17438157.80
47-i8-d0      0            1 42552643.40
47-i8-d0      0            2 42308758.60
47-i8-d0      0            3 42293378.40
5-i1-d0       0            1  2964909.20
5-i1-d0       0            2  2956300.40
5-i1-d0       0            3  2966540.00
5-i128-d0     0            1  3839893.40
5-i128-d0     0            2  3841654.20
5-i128-d0     0            3  3853897.40
5-i16-d0      0            1  5129539.40
5-i16-d0      0            2  5140356.00
5-i16-d0      0            3  5215285.00
5-i2-d0       0            1  4174299.20
5-i2-d0       0            2  4183305.80
5-i2-d0       0            3  4193887.60
5-i32-d0      0            1  4444213.20
5-i32-d0      0            2  4497790.20
5-i32-d0      0            3  4441837.80
5-i4-d0       0            1  5548678.00
5-i4-d0       0            2  5496489.40
5-i4-d0       0            3  5488722.40
5-i64-d0      0            1  4127008.20
5-i64-d0      0            2  4031528.40
5-i64-d0      0            3  4092026.60
5-i8-d0       0            1  6459724.40
5-i8-d0       0            2  6473808.20
5-i8-d0       0            3  6432183.80
57-i1-d0      0            1 22862187.00
57-i1-d0      0            2 22827685.20
57-i1-d0      0            3 22831931.80
57-i128-d0    0            1 23540309.40
57-i128-d0    0            2 23541711.80
57-i128-d0    0            3 23530802.40
57-i16-d0     0            1 27703324.00
57-i16-d0     0            2 27691745.00
57-i16-d0     0            3 27776194.40
57-i2-d0      0            1 41841387.40
57-i2-d0      0            2 41676056.00
57-i2-d0      0            3 41643929.00
57-i32-d0     0            1 27367698.40
57-i32-d0     0            2 27339343.40
57-i32-d0     0            3 27319834.40
57-i4-d0      0            1 48606029.00
57-i4-d0      0            2 48345275.00
57-i4-d0      0            3 48403025.40
57-i64-d0     0            1 24733338.60
57-i64-d0     0            2 24723198.40
57-i64-d0     0            3 24665893.40
57-i8-d0      0            1 45613910.40
57-i8-d0      0            2 45446527.40
57-i8-d0      0            3 45783632.80
69-i1-d0      0            1 27654725.40
69-i1-d0      0            2 27832293.60
69-i1-d0      0            3 27866436.60
69-i128-d0    0            1 26873664.40
69-i128-d0    0            2 26888181.20
69-i128-d0    0            3 26976356.40
69-i16-d0     0            1 29069113.80
69-i16-d0     0            2 29051655.00
69-i16-d0     0            3 29184140.80
69-i2-d0      0            1 50817600.20
69-i2-d0      0            2 50754066.80
69-i2-d0      0            3 50813006.20
69-i32-d0     0            1 28914468.60
69-i32-d0     0            2 28890664.80
69-i32-d0     0            3 28924922.00
69-i4-d0      0            1 53303760.00
69-i4-d0      0            2 53239832.60
69-i4-d0      0            3 53131826.20
69-i64-d0     0            1 26579235.80
69-i64-d0     0            2 26494358.80
69-i64-d0     0            3 26589373.40
69-i8-d0      0            1 50082705.60
69-i8-d0      0            2 49854869.40
69-i8-d0      0            3 49965843.40
7-i1-d0       0            1  3215531.60
7-i1-d0       0            2  3203464.00
7-i1-d0       0            3  3203255.80
7-i128-d0     0            1  4630050.40
7-i128-d0     0            2  4711582.80
7-i128-d0     0            3  4636474.20
7-i16-d0      0            1  6373909.40
7-i16-d0      0            2  6354308.80
7-i16-d0      0            3  6350519.60
7-i2-d0       0            1  5415299.60
7-i2-d0       0            2  5401795.00
7-i2-d0       0            3  5407412.80
7-i32-d0      0            1  5880214.20
7-i32-d0      0            2  5833899.60
7-i32-d0      0            3  5858537.40
7-i4-d0       0            1  7661838.40
7-i4-d0       0            2  7558155.60
7-i4-d0       0            3  7577868.80
7-i64-d0      0            1  5225062.20
7-i64-d0      0            2  5286962.80
7-i64-d0      0            3  5353283.80
7-i8-d0       0            1  7250015.80
7-i8-d0       0            2  7439734.80
7-i8-d0       0            3  7262058.80
83-i1-d0      0            1 33687262.20
83-i1-d0      0            2 33781224.60
83-i1-d0      0            3 33931589.60
83-i128-d0    0            1 32729969.80
83-i128-d0    0            2 32817828.00
83-i128-d0    0            3 32867477.00
83-i16-d0     0            1 33048140.00
83-i16-d0     0            2 33069342.00
83-i16-d0     0            3 33240898.80
83-i2-d0      0            1 59716844.80
83-i2-d0      0            2 59479036.00
83-i2-d0      0            3 59517126.60
83-i32-d0     0            1 32946108.20
83-i32-d0     0            2 33013119.20
83-i32-d0     0            3 32879877.20
83-i4-d0      0            1 58320746.40
83-i4-d0      0            2 58375802.00
83-i4-d0      0            3 58341728.20
83-i64-d0     0            1 35165690.60
83-i64-d0     0            2 35125577.60
83-i64-d0     0            3 35157053.80
83-i8-d0      0            1 56181838.80
83-i8-d0      0            2 55911052.40
83-i8-d0      0            3 56121719.80
9-i1-d0       0            1  4518682.40
9-i1-d0       0            2  4502228.00
9-i1-d0       0            3  4502260.60
9-i128-d0     0            1  5111017.40
9-i128-d0     0            2  5330891.60
9-i128-d0     0            3  5194233.80
9-i16-d0      0            1  8139173.00
9-i16-d0      0            2  8160210.80
9-i16-d0      0            3  8128881.00
9-i2-d0       0            1  7119818.60
9-i2-d0       0            2  7098670.80
9-i2-d0       0            3  7074094.20
9-i32-d0      0            1  7731232.60
9-i32-d0      0            2  7647982.60
9-i32-d0      0            3  7792966.60
9-i4-d0       0            1  9817538.00
9-i4-d0       0            2  9798527.40
9-i4-d0       0            3  9814940.20
9-i64-d0      0            1  6019394.80
9-i64-d0      0            2  6116397.20
9-i64-d0      0            3  6100048.00
9-i8-d0       0            1  9172955.40
9-i8-d0       0            2  9432200.60
9-i8-d0       0            3  9300283.80
