   Operation      Sample         Ops
webproxy-1   0            1    13339.42
webproxy-1   0            2    27126.50
webproxy-1   0            3    26966.83
webproxy-78  0            1    68796.90
webproxy-78  0            2    40765.61
webproxy-78  0            3    67994.97
webproxy-117 0            1    51058.80
webproxy-117 0            2    59585.53
webproxy-117 0            3    56493.61
webproxy-160 0            1    61583.64
webproxy-160 0            2    61037.52
webproxy-160 0            3    58486.02
