BUILD NAME,10-i1-d0,10-i16-d0,10-i2-d0,10-i32-d0,10-i4-d0,10-i64-d0,10-i8-d0,14-i1-d0,14-i16-d0,14-i2-d0,14-i32-d0,14-i4-d0,14-i64-d0,14-i8-d0,16-i1-d0,16-i16-d0,16-i2-d0,16-i32-d0,16-i4-d0,16-i64-d0,16-i8-d0,2-i1-d0,2-i16-d0,2-i2-d0,2-i32-d0,2-i4-d0,2-i64-d0,2-i8-d0,20-i1-d0,20-i16-d0,20-i2-d0,20-i32-d0,20-i4-d0,20-i64-d0,20-i8-d0,26-i1-d0,26-i16-d0,26-i2-d0,26-i32-d0,26-i4-d0,26-i64-d0,26-i8-d0,32-i1-d0,32-i16-d0,32-i2-d0,32-i32-d0,32-i4-d0,32-i64-d0,32-i8-d0,38-i1-d0,38-i16-d0,38-i2-d0,38-i32-d0,38-i4-d0,38-i64-d0,38-i8-d0,4-i1-d0,4-i16-d0,4-i2-d0,4-i32-d0,4-i4-d0,4-i64-d0,4-i8-d0,46-i1-d0,46-i16-d0,46-i2-d0,46-i32-d0,46-i4-d0,46-i64-d0,46-i8-d0,56-i1-d0,56-i16-d0,56-i2-d0,56-i32-d0,56-i4-d0,56-i64-d0,56-i8-d0,6-i1-d0,6-i16-d0,6-i2-d0,6-i32-d0,6-i4-d0,6-i64-d0,6-i8-d0,68-i1-d0,68-i16-d0,68-i2-d0,68-i32-d0,68-i4-d0,68-i64-d0,68-i8-d0,8-i1-d0,8-i16-d0,8-i2-d0,8-i32-d0,8-i4-d0,8-i64-d0,8-i8-d0,80-i1-d0,80-i16-d0,80-i2-d0,80-i32-d0,80-i4-d0,80-i64-d0,80-i8-d0,Operation,1-i1-d0,1-i16-d0,1-i2-d0,1-i32-d0,1-i4-d0,1-i64-d0,1-i8-d0,11-i1-d0,11-i16-d0,11-i2-d0,11-i32-d0,11-i4-d0,11-i64-d0,11-i8-d0,14-i1-d0,14-i16-d0,14-i2-d0,14-i32-d0,14-i4-d0,14-i64-d0,14-i8-d0,17-i1-d0,17-i16-d0,17-i2-d0,17-i32-d0,17-i4-d0,17-i64-d0,17-i8-d0,2-i1-d0,2-i16-d0,2-i2-d0,2-i32-d0,2-i4-d0,2-i64-d0,2-i8-d0,21-i1-d0,21-i16-d0,21-i2-d0,21-i32-d0,21-i4-d0,21-i64-d0,21-i8-d0,26-i1-d0,26-i16-d0,26-i2-d0,26-i32-d0,26-i4-d0,26-i64-d0,26-i8-d0,3-i1-d0,3-i16-d0,3-i2-d0,3-i32-d0,3-i4-d0,3-i64-d0,3-i8-d0,32-i1-d0,32-i16-d0,32-i2-d0,32-i32-d0,32-i4-d0,32-i64-d0,32-i8-d0,39-i1-d0,39-i16-d0,39-i2-d0,39-i32-d0,39-i4-d0,39-i64-d0,39-i8-d0,4-i1-d0,4-i16-d0,4-i2-d0,4-i32-d0,4-i4-d0,4-i64-d0,4-i8-d0,47-i1-d0,47-i16-d0,47-i2-d0,47-i32-d0,47-i4-d0,47-i64-d0,47-i8-d0,5-i1-d0,5-i16-d0,5-i2-d0,5-i32-d0,5-i4-d0,5-i64-d0,5-i8-d0,57-i1-d0,57-i16-d0,57-i2-d0,57-i32-d0,57-i4-d0,57-i64-d0,57-i8-d0,69-i1-d0,69-i16-d0,69-i2-d0,69-i32-d0,69-i4-d0,69-i64-d0,69-i8-d0,7-i1-d0,7-i16-d0,7-i2-d0,7-i32-d0,7-i4-d0,7-i64-d0,7-i8-d0,80-i1-d0,80-i16-d0,80-i2-d0,80-i32-d0,80-i4-d0,80-i64-d0,80-i8-d0,9-i1-d0,9-i16-d0,9-i2-d0,9-i32-d0,9-i4-d0,9-i64-d0,9-i8-d0
baseline,6.54953e+06,6.9433e+06,8.46515e+06,5.15148e+06,1.11372e+07,3.60725e+06,9.80725e+06,2.77975e+07,42253000,5.05388e+07,3.00027e+07,5.98221e+07,2.21731e+07,5.53293e+07,8.78938e+06,8.52302e+06,1.3478e+07,6.03395e+06,1.81884e+07,4.11173e+06,1.3613e+07,6.4684e+07,6.57552e+07,1.02264e+08,7.01047e+07,1.11298e+08,5.36261e+07,1.02498e+08,13221970,9.64263e+06,2.03843e+07,6433284,22009847,6354202,1.55412e+07,5.03022e+07,5.17655e+07,7.87608e+07,4.37576e+07,9.02729e+07,4.26684e+07,8.41916e+07,5.55614e+07,5.54476e+07,9.30939e+07,5.97586e+07,1.02225e+08,4.49364e+07,92237401,1.9514e+07,1.08614e+07,2.57714e+07,1.18676e+07,2.58171e+07,1.12589e+07,1.97783e+07,4.10369e+07,6.00156e+07,6.38937e+07,4.54422e+07,7.8255e+07,3.6094e+07,76098492,2.29761e+07,14695856,2.62406e+07,1.23835e+07,2.54066e+07,14406400,2.01664e+07,2.78697e+07,1.74786e+07,2.51728e+07,1.49503e+07,2.49697e+07,1.81659e+07,2.04916e+07,1.14004e+08,9.68072e+07,1.49076e+08,8.11094e+07,1.65813e+08,8.21831e+07,1.44812e+08,2.84081e+07,18446864,2.54021e+07,1.67095e+07,2.32744e+07,2.09354e+07,20238765,5.27776e+07,3.50705e+07,5.8563e+07,3.33897e+07,6.13831e+07,3.56335e+07,48726170,1.20117e+08,1.11846e+08,1.22662e+08,1.10417e+08,1.17238e+08,117248468,114031382,0,4.94976e+07,7.62612e+07,7.87548e+07,5.37498e+07,1.03751e+08,53591837,1.02569e+08,1.71541e+07,3.01344e+07,2.54118e+07,2.25829e+07,36173658,17207402,3.67388e+07,2.77975e+07,42253000,5.05388e+07,3.00027e+07,5.98221e+07,2.21731e+07,5.53293e+07,23246774,3.73552e+07,3.98228e+07,2.57592e+07,51932826,2.16329e+07,5.09649e+07,6.4684e+07,6.57552e+07,1.02264e+08,7.01047e+07,1.11298e+08,5.36261e+07,1.02498e+08,2.7976e+07,4.17508e+07,4.89818e+07,2.67941e+07,6.32145e+07,32024733,6.14661e+07,5.03022e+07,5.17655e+07,7.87608e+07,4.37576e+07,9.02729e+07,4.26684e+07,8.41916e+07,7810439,1.18555e+07,7.81116e+06,1.06719e+07,1.01262e+07,9.51683e+06,1.16771e+07,5.55614e+07,5.54476e+07,9.30939e+07,5.97586e+07,1.02225e+08,4.49364e+07,92237401,48181224,4.61379e+07,8.71043e+07,5.30796e+07,8.51347e+07,4.6492e+07,84378909,4.10369e+07,6.00156e+07,6.38937e+07,4.54422e+07,7.8255e+07,3.6094e+07,76098492,5.78412e+07,7.01635e+07,8.994e+07,5.5518e+07,8.83846e+07,5.60954e+07,8.51802e+07,8.91971e+06,1.69609e+07,1.26282e+07,1.43976e+07,1.65706e+07,1.27273e+07,1.93031e+07,6.93846e+07,86516612,9.0681e+07,7.30363e+07,8.88325e+07,6.96257e+07,8.76547e+07,8.42467e+07,91234749,9.22616e+07,8.8468e+07,9.12251e+07,8.43202e+07,9.12514e+07,1.60077e+08,214935086,236729700,1.7218e+08,2.51954e+08,1.62503e+08,2.4804e+08,1.20117e+08,1.11846e+08,1.22662e+08,1.10417e+08,1.17238e+08,117248468,114031382,1.45955e+08,1.63298e+08,200764108,161789787,2.05757e+08,1.47479e+08,2.06234e+08
