   Operation      Sample         Ops
1   0           12      131.75
1   0           16      135.00
1   0           20      124.75
1   0           24      164.75
1   0           28      162.25
1   0           32      162.75
1   0           36      151.00
1   0           40      131.75
1   0           44      137.75
1   0           48      137.25
1   0           52      132.75
1   0           56      160.25
1   0           60      164.50
1   0           64      163.50
1   0           68      147.50
1   0           72      133.25
1   0           76      134.75
1   0           80      129.75
1   0           84      134.50
1   0           88      164.75
1   0           92      164.25
1   0           96      165.00
1   0          100      146.75
1   0          104      136.00
1   0          108      139.25
1   0          112      138.75
1   0          116      135.00
1   0          120      160.75
1   0          124      165.50
1   0          128      162.00
1   0          132      141.00
1   0          136      131.50
1   0          140      133.25
1   0          144      135.75
1   0          148      142.00
1   0          152      165.25
1   0          156      163.75
1   0          160      164.75
1   0          164      142.50
1   0          168      135.25
1   0          172      136.75
1   0          176      132.75
1   0          180      147.50
1   0          184      163.50
1   0          188      165.00
1   0          192      163.00
1   0          196      140.00
1   0          200      136.50
1   0          204      134.75
1   0          208      136.00
1   0          212      149.00
1   0          216      163.50
1   0          220      163.25
1   0          224      165.25
1   0          228      131.50
1   0          232      136.75
1   0          236      134.00
1   0          240      131.00
1   0          244      159.50
1   0          248      165.00
1   0          252      165.00
1   0          256      158.25
1   0          260      130.75
1   0          264      136.25
1   0          268      134.00
1   0          272      129.50
1   0          276      165.75
1   0          280      160.00
1   0          284      163.75
1   0          288      154.75
1   0          292      134.00
1   0          296      133.50
8   0           12       66.75
8   0           16       68.75
8   0           20       92.25
8   0           24       87.50
8   0           28       65.75
8   0           32       68.25
8   0           36      103.00
8   0           40       80.25
8   0           44       69.50
8   0           48       81.75
8   0           52      107.75
8   0           56       68.25
8   0           60       67.00
8   0           64       92.75
8   0           68       96.50
8   0           72       65.50
8   0           76       65.25
8   0           80      106.75
8   0           84       87.25
8   0           88       65.00
8   0           92       74.00
8   0           96      100.50
8   0          100       77.25
8   0          104       71.75
8   0          108       81.75
8   0          112      104.50
8   0          116       69.50
8   0          120       69.00
8   0          124       91.50
8   0          128       98.00
8   0          132       81.50
8   0          136       53.25
8   0          140      101.25
8   0          144       67.00
8   0          148       71.50
8   0          152       80.50
8   0          156      101.50
8   0          160       71.75
8   0          164       68.75
8   0          168       92.00
8   0          172       94.75
8   0          176       70.00
8   0          180       68.25
8   0          184       92.25
8   0          188       80.00
8   0          192       65.75
8   0          196       75.25
8   0          200       96.00
8   0          204       65.25
8   0          208       66.25
8   0          212       80.00
8   0          216       90.00
8   0          220       64.75
8   0          224       64.50
8   0          228       96.50
8   0          232       78.50
8   0          236       64.50
8   0          240       70.00
8   0          244      100.75
8   0          248       72.75
8   0          252       70.00
8   0          256       80.50
8   0          260       94.50
8   0          264       64.75
8   0          268       69.50
8   0          272       84.00
8   0          276       88.50
8   0          280       65.25
8   0          284       60.25
8   0          288       96.75
8   0          292       72.25
8   0          296       63.50
12  0           12       67.50
12  0           16      120.00
12  0           20       85.00
12  0           24       75.75
12  0           28       97.75
12  0           32       91.25
12  0           36       72.00
12  0           40       80.25
12  0           44      106.50
12  0           48       72.75
12  0           52       60.00
12  0           56      116.25
12  0           60       76.50
12  0           64       68.00
12  0           68       99.25
12  0           72       93.00
12  0           76       63.00
12  0           80       80.75
12  0           84      108.75
12  0           88       73.50
12  0           92       65.50
12  0           96      111.50
12  0          100       79.25
12  0          104       70.50
12  0          108      100.00
12  0          112       89.25
12  0          116       69.50
12  0          120       83.50
12  0          124      115.00
12  0          128       85.50
12  0          132       62.00
12  0          136      107.00
12  0          140       62.50
12  0          144       66.25
12  0          148      115.50
12  0          152       88.75
12  0          156       71.50
12  0          160       87.75
12  0          164       95.00
12  0          168       74.50
12  0          172       82.75
12  0          176      105.00
12  0          180       67.50
12  0          184       66.25
12  0          188      108.50
12  0          192       79.25
12  0          196       74.00
12  0          200       96.00
12  0          204       91.00
12  0          208       65.75
12  0          212       77.50
12  0          216      103.50
12  0          220       63.50
12  0          224       68.00
12  0          228      111.00
12  0          232       85.50
12  0          236       71.00
12  0          240       98.25
12  0          244       91.00
12  0          248       69.75
12  0          252       79.00
12  0          256      101.50
12  0          260       66.75
12  0          264       60.25
12  0          268      113.25
12  0          272       82.75
12  0          276       70.75
12  0          280       96.50
12  0          284       93.25
12  0          288       66.00
12  0          292       76.00
12  0          296      110.75
24  0           12       82.75
24  0           16       74.00
24  0           20      121.75
24  0           24       89.25
24  0           28       75.50
24  0           32      129.50
24  0           36       80.25
24  0           40       85.75
24  0           44      114.75
24  0           48       90.25
24  0           52       75.00
24  0           56      118.25
24  0           60       95.00
24  0           64       77.25
24  0           68      120.75
24  0           72       90.50
24  0           76       80.75
24  0           80      106.00
24  0           84       96.00
24  0           88       75.50
24  0           92      106.25
24  0           96      100.00
24  0          100       76.50
24  0          104      104.25
24  0          108       98.00
24  0          112       82.75
24  0          116       99.75
24  0          120      121.25
24  0          124       66.75
24  0          128       91.75
24  0          132       90.25
24  0          136       85.25
24  0          140       85.00
24  0          144       92.25
24  0          148       70.00
24  0          152      102.50
24  0          156      111.50
24  0          160       72.25
24  0          164       93.00
24  0          168      116.50
24  0          172       80.25
24  0          176      106.25
24  0          180      105.25
24  0          184       69.00
24  0          188       90.00
24  0          192      111.25
24  0          196       75.25
24  0          200       87.00
24  0          204      109.00
24  0          208       72.50
24  0          212       90.75
24  0          216      104.50
24  0          220       72.25
24  0          224       97.00
24  0          228      117.75
24  0          232       75.25
24  0          236       87.00
24  0          240      108.25
24  0          244       67.00
24  0          248       87.25
24  0          252      111.25
24  0          256       78.00
24  0          260       88.75
24  0          264      106.25
24  0          268       72.50
24  0          272       88.00
24  0          276      114.25
24  0          280       72.25
24  0          284       81.00
24  0          288      113.25
24  0          292       65.50
24  0          296       77.25
32  0           12      125.50
32  0           16       80.75
32  0           20       82.25
32  0           24      115.25
32  0           28       84.75
32  0           32       91.00
32  0           36      120.25
32  0           40       72.50
32  0           44      102.00
32  0           48      120.25
32  0           52       68.00
32  0           56      101.50
32  0           60      131.25
32  0           64       78.75
32  0           68      103.25
32  0           72      106.50
32  0           76       89.50
32  0           80      118.25
32  0           84       93.25
32  0           88       90.75
32  0           92      113.75
32  0           96       95.75
32  0          100       89.00
32  0          104      129.25
32  0          108       93.00
32  0          112       82.00
32  0          116      134.50
32  0          120       88.75
32  0          124       67.25
32  0          128      128.50
32  0          132       80.75
32  0          136       79.00
32  0          140      136.00
32  0          144       72.75
32  0          148       74.50
32  0          152      135.25
32  0          156       72.00
32  0          160       82.75
32  0          164      131.50
32  0          168       72.75
32  0          172       85.00
32  0          176      129.00
32  0          180       78.25
32  0          184       92.50
32  0          188      118.00
32  0          192       77.75
32  0          196      105.00
32  0          200      117.50
32  0          204       74.75
32  0          208      110.25
32  0          212      117.25
32  0          216       82.25
32  0          220      101.75
32  0          224      108.50
32  0          228       83.50
32  0          232      122.50
32  0          236      100.25
32  0          240       80.75
32  0          244      126.00
32  0          248       86.25
32  0          252       77.75
32  0          256      141.25
32  0          260       78.75
32  0          264       78.00
32  0          268      123.00
32  0          272       78.50
32  0          276       84.25
32  0          280      133.50
32  0          284       85.00
32  0          288       98.75
32  0          292      133.00
32  0          296       82.50
48  0           12      108.75
48  0           16       82.25
48  0           20       87.00
48  0           24      141.50
48  0           28       68.50
48  0           32       80.50
48  0           36      144.00
48  0           40       86.25
48  0           44       85.50
48  0           48      125.50
48  0           52       88.75
48  0           56       95.50
48  0           60      120.75
48  0           64       86.25
48  0           68      130.25
48  0           72       90.25
48  0           76       74.75
48  0           80      117.00
48  0           84       91.25
48  0           88       71.00
48  0           92      131.25
48  0           96       94.75
48  0          100       96.25
48  0          104      138.25
48  0          108       83.00
48  0          112       98.50
48  0          116      127.25
48  0          120       80.75
48  0          124       86.75
48  0          128      104.50
48  0          132       71.75
48  0          136      102.75
48  0          140      124.00
48  0          144       79.00
48  0          148      110.75
48  0          152      114.50
48  0          156       77.75
48  0          160      117.25
48  0          164      107.50
48  0          168       68.25
48  0          172      124.75
48  0          176       87.25
48  0          180       79.00
48  0          184      142.50
48  0          188       87.00
48  0          192       79.75
48  0          196      149.75
48  0          200       70.75
48  0          204       99.50
48  0          208      130.00
48  0          212       84.50
48  0          216       91.00
48  0          220      121.25
48  0          224       78.75
48  0          228      108.75
48  0          232      111.50
48  0          236       85.25
48  0          240      108.25
48  0          244      114.75
48  0          248       62.75
48  0          252      135.25
48  0          256       75.25
48  0          260       78.00
48  0          264      130.50
48  0          268       76.75
48  0          272       93.00
48  0          276      138.25
48  0          280       80.50
48  0          284      105.25
48  0          288      117.75
48  0          292       85.25
48  0          296      122.00
48  0          300      107.00
80  0           12       93.00
80  0           16       85.75
80  0           20      139.00
80  0           24       85.50
80  0           28      101.00
80  0           32      121.50
80  0           36       84.75
80  0           40      124.25
80  0           44       95.00
