   Operation      Sample         Ops
read     0     139.1099        0.00
read     0     139.1099        0.10
read     0     139.1099        0.10
read     0     139.1099        0.00
read     0     139.1099        0.00
read     0     139.1152        0.00
read     0     139.1235        0.10
read     0     139.1304        0.10
read     0     139.1339        0.00
read     0     139.1340        0.00
read     0     139.1363        0.00
read     0     139.1514        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1515        0.00
read     0     139.1516        0.10
read     0     139.1548        0.10
read     0     139.1548        0.00
read     0     139.1602        0.20
read     0     139.1667        0.10
read     0     139.1710        0.00
read     0     139.1718        0.00
read     0     139.1741        0.00
read     0     139.1876        0.00
read     0     139.1934        0.00
read     0     139.1934        0.00
read     0     139.1934        0.00
read     0     139.1934        0.00
read     0     139.1934        0.00
read     0     139.1934        0.10
read     0     139.1934        0.00
read     0     139.1934        0.00
read     0     139.1969        0.00
read     0     139.2031        0.00
read     0     139.2068        0.00
read     0     139.2099        0.00
read     0     139.2122        0.00
read     0     139.2190        0.00
read     0     139.2190        0.00
read     0     139.2237        0.00
read     0     139.2331        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2348        0.00
read     0     139.2391        0.00
read     0     139.2425        0.00
read     0     139.2478        0.00
read     0     139.2501        0.00
read     0     139.2597        0.00
read     0     139.2694        0.00
read     0     139.2752        0.00
read     0     139.2769        0.10
read     0     139.2769        0.00
read     0     139.2769        0.00
read     0     139.2769        0.00
read     0     139.2769        0.00
read     0     139.2769        0.10
read     0     139.2769        0.00
read     0     139.2769        0.00
read     0     139.2783        0.00
read     0     139.2830        0.00
read     0     139.2830        0.00
read     0     139.2855        0.00
read     0     139.2878        0.00
read     0     139.2957        0.00
read     0     139.3058        0.00
read     0     139.3114        0.00
read     0     139.3144        0.00
read     0     139.3187        0.00
read     0     139.3187        0.10
read     0     139.3187        0.10
read     0     139.3187        0.10
read     0     139.3187        0.00
read     0     139.3187        0.00
read     0     139.3187        0.00
read     0     139.3187        0.00
read     0     139.3234        0.10
read     0     139.3257        0.00
read     0     139.3318        0.00
read     0     139.3421        0.00
read     0     139.3466        0.00
read     0     139.3466        0.00
read     0     139.3474        0.00
read     0     139.3504        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3605        0.00
read     0     139.3611        0.00
read     0     139.3634        0.00
read     0     139.3677        0.00
read     0     139.3784        0.00
read     0     139.3838        0.00
read     0     139.3868        0.10
read     0     139.3991        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4001        0.00
read     0     139.4014        0.00
read     0     139.4040        0.00
read     0     139.4092        0.00
read     0     139.4100        0.00
read     0     139.4100        0.10
read     0     139.4147        0.00
read     0     139.4198        0.00
read     0     139.4228        0.00
read     0     139.4379        0.00
read     0     139.4400        0.00
read     0     139.4419        0.00
read     0     139.4430        0.00
read     0     139.4520        0.00
read     0     139.4520        0.00
read     0     139.4520        0.00
read     0     139.4520        0.00
read     0     139.4520        0.00
read     0     139.4520        0.10
read     0     139.4549        0.00
read     0     139.4618        0.00
read     0     139.4619        0.00
read     0     139.4721        0.00
read     0     139.4721        0.00
read     0     139.4749        0.00
read     0     139.4766        0.00
read     0     139.4804        0.00
read     0     139.4849        0.00
read     0     139.4905        0.00
read     0     139.4967        0.00
read     0     139.5050        0.10
read     0     139.5062        0.00
read     0     139.5102        0.00
read     0     139.5102        0.00
read     0     139.5102        0.00
read     0     139.5102        0.00
read     0     139.5102        0.00
read     0     139.5102        0.00
read     0     139.5104        0.00
read     0     139.5149        0.00
read     0     139.5316        0.00
read     0     139.5344        0.10
read     0     139.5344        0.00
read     0     139.5347        0.00
read     0     139.5371        0.00
read     0     139.5420        0.10
read     0     139.5445        0.00
read     0     139.5492        0.10
read     0     139.5494        0.00
read     0     139.5497        0.10
read     0     139.5673        0.10
read     0     139.5685        0.10
read     0     139.5685        0.00
read     0     139.5685        0.00
read     0     139.5685        0.00
read     0     139.5685        0.10
read     0     139.5685        0.10
read     0     139.5792        0.00
read     0     139.5812        0.10
read     0     139.5814        0.00
read     0     139.5839        0.00
read     0     139.5945        0.10
read     0     139.5945        0.00
read     0     139.5976        0.00
read     0     139.5978        0.10
read     0     139.6029        0.10
read     0     139.6047        0.00
read     0     139.6138        0.00
read     0     139.6179        0.00
read     0     139.6248        0.10
read     0     139.6248        0.10
read     0     139.6248        0.00
read     0     139.6248        0.10
read     0     139.6248        0.10
read     0     139.6248        0.10
read     0     139.6298        0.00
read     0     139.6321        0.00
read     0     139.6382        0.10
read     0     139.6459        0.00
read     0     139.6468        0.10
read     0     139.6483        0.00
read     0     139.6511        0.00
read     0     139.6511        0.00
read     0     139.6520        0.00
read     0     139.6676        0.10
read     0     139.6732        0.00
read     0     139.6782        0.00
read     0     139.6808        0.00
read     0     139.6808        0.00
read     0     139.6808        0.00
read     0     139.6808        0.10
read     0     139.6808        0.00
read     0     139.6808        0.10
read     0     139.6829        0.00
read     0     139.6830        0.00
read     0     139.6861        0.00
read     0     139.6944        0.00
read     0     139.6954        0.00
read     0     139.7067        0.00
read     0     139.7067        0.10
