   Operation      Sample         Ops
pwrite-single-rewrite-async-System   0            1        2.22
pwrite-single-rewrite-async-System   0            3        2.16
pwrite-single-rewrite-async-System   0            5        2.23
pwrite-single-rewrite-async-System   0            7        2.22
pwrite-single-rewrite-async-System   0            9        2.27
pwrite-single-rewrite-async-System   0           11        2.26
pwrite-single-rewrite-async-System   0           13        2.15
pwrite-single-rewrite-async-Elapsd   0            2        2.36
pwrite-single-rewrite-async-Elapsd   0            4        2.39
pwrite-single-rewrite-async-Elapsd   0            6        2.38
pwrite-single-rewrite-async-Elapsd   0            8        2.39
pwrite-single-rewrite-async-Elapsd   0           10        2.39
pwrite-single-rewrite-async-Elapsd   0           12        2.39
pwrite-single-rewrite-async-Elapsd   0           14        2.39
