   Operation      Sample     Latency
56-i8-d0   0            1  5892036.80
56-i8-d0   0            2  6113302.00
56-i8-d0   0            3  6070337.60
6-i1-d0    0            1  1238370.40
6-i1-d0    0            2  1287074.20
6-i1-d0    0            3  1268490.00
6-i128-d0  0            1   861634.40
6-i128-d0  0            2   868996.60
6-i128-d0  0            3   861944.60
6-i16-d0   0            1  1440801.00
6-i16-d0   0            2  1495468.60
6-i16-d0   0            3  1478493.00
6-i2-d0    0            1  2883077.00
6-i2-d0    0            2  2781463.00
6-i2-d0    0            3  2719621.60
6-i32-d0   0            1  1357686.00
6-i32-d0   0            2  1325776.60
6-i32-d0   0            3  1343519.40
6-i4-d0    0            1  3372182.80
6-i4-d0    0            2  3321766.20
6-i4-d0    0            3  3616896.80
6-i64-d0   0            1  1039937.60
6-i64-d0   0            2  1057760.80
6-i64-d0   0            3  1056449.20
6-i8-d0    0            1  1805455.20
6-i8-d0    0            2  1824709.40
6-i8-d0    0            3  1864130.00
68-i1-d0   0            1  8225007.00
68-i1-d0   0            2  7577399.40
68-i1-d0   0            3  8733859.80
68-i128-d0 0            1  4613713.20
68-i128-d0 0            2  4594317.20
68-i128-d0 0            3  4620660.40
68-i16-d0  0            1  4897186.00
68-i16-d0  0            2  4770582.40
68-i16-d0  0            3  4969760.20
68-i2-d0   0            1  5441585.20
68-i2-d0   0            2  5330102.80
68-i2-d0   0            3  5175630.80
68-i32-d0  0            1  4548927.60
68-i32-d0  0            2  4417197.40
68-i32-d0  0            3  4554336.60
68-i4-d0   0            1  4896467.80
68-i4-d0   0            2  4850630.80
68-i4-d0   0            3  4622615.60
68-i64-d0  0            1  4160710.80
68-i64-d0  0            2  4086776.00
68-i64-d0  0            3  4149063.40
68-i8-d0   0            1  5385009.80
68-i8-d0   0            2  5586024.20
68-i8-d0   0            3  5540724.00
8-i1-d0    0            1  1557214.80
8-i1-d0    0            2  1557704.40
8-i1-d0    0            3  1527070.40
8-i128-d0  0            1   996506.80
8-i128-d0  0            2   995552.80
8-i128-d0  0            3  1015943.20
8-i16-d0   0            1  2016627.20
8-i16-d0   0            2  2033929.00
8-i16-d0   0            3  2044681.80
8-i2-d0    0            1  2272860.80
8-i2-d0    0            2  2337188.80
8-i2-d0    0            3  2298359.60
8-i32-d0   0            1  1494433.00
8-i32-d0   0            2  1517352.20
8-i32-d0   0            3  1530772.60
8-i4-d0    0            1  2974158.00
8-i4-d0    0            2  3066855.40
8-i4-d0    0            3  2898251.00
8-i64-d0   0            1  1164510.20
8-i64-d0   0            2  1169888.00
8-i64-d0   0            3  1199466.20
8-i8-d0    0            1  2398301.60
8-i8-d0    0            2  2425707.40
8-i8-d0    0            3  2467717.60
82-i1-d0   0            1  6901355.20
82-i1-d0   0            2  6539158.40
82-i1-d0   0            3  7149003.80
82-i128-d0 0            1  4919123.60
82-i128-d0 0            2  4927456.20
82-i128-d0 0            3  4908926.20
82-i16-d0  0            1  4994784.00
82-i16-d0  0            2  4814881.20
82-i16-d0  0            3  5017609.00
82-i2-d0   0            1  4691404.60
82-i2-d0   0            2  4596936.20
82-i2-d0   0            3  4401780.60
82-i32-d0  0            1  4520566.20
82-i32-d0  0            2  4578997.00
82-i32-d0  0            3  4495199.80
82-i4-d0   0            1  4623905.80
82-i4-d0   0            2  4718670.60
82-i4-d0   0            3  4407598.60
82-i64-d0  0            1  4555374.40
82-i64-d0  0            2  4478842.80
82-i64-d0  0            3  4538566.20
82-i8-d0   0            1  4883300.80
82-i8-d0   0            2  5115806.00
82-i8-d0   0            3  5086120.40
   Operation      Sample     Latency
1-i1-d0       0            1  1438896.00
1-i1-d0       0            2  1458719.20
1-i1-d0       0            3  1449520.20
1-i128-d0     0            1  1454671.60
1-i128-d0     0            2  1470749.40
1-i128-d0     0            3  1372166.60
1-i16-d0      0            1  1472475.60
1-i16-d0      0            2  1453097.40
1-i16-d0      0            3  1457967.80
1-i2-d0       0            1  1451569.00
1-i2-d0       0            2  1466017.40
1-i2-d0       0            3  1456924.00
1-i32-d0      0            1  1471013.80
1-i32-d0      0            2  1467062.60
1-i32-d0      0            3  1370871.60
1-i4-d0       0            1  1451871.80
1-i4-d0       0            2  1451953.00
1-i4-d0       0            3  1454478.40
1-i64-d0      0            1  1453353.40
1-i64-d0      0            2  1467070.00
1-i64-d0      0            3  1382515.80
1-i8-d0       0            1  1452392.00
1-i8-d0       0            2  1470243.00
1-i8-d0       0            3  1456242.40
100-i1-d0     0            1 40644794.40
100-i1-d0     0            2 40663685.40
100-i1-d0     0            3 40665538.40
100-i128-d0   0            1 39529221.40
100-i128-d0   0            2 39725250.60
100-i128-d0   0            3 38672982.40
100-i16-d0    0            1 51095176.40
100-i16-d0    0            2 51064094.80
100-i16-d0    0            3 49339553.20
100-i2-d0     0            1 60508584.60
100-i2-d0     0            2 60695348.00
100-i2-d0     0            3 60509795.40
100-i32-d0    0            1 44413107.40
100-i32-d0    0            2 44497220.40
100-i32-d0    0            3 43587855.00
100-i4-d0     0            1 58778747.00
100-i4-d0     0            2 58953634.20
100-i4-d0     0            3 58775333.40
100-i64-d0    0            1 40366602.40
100-i64-d0    0            2 40401176.00
100-i64-d0    0            3 39372400.40
100-i8-d0     0            1 54322321.40
100-i8-d0     0            2 54241348.60
100-i8-d0     0            3 54392148.80
11-i1-d0      0            1  5721231.20
11-i1-d0      0            2  5740410.40
11-i1-d0      0            3  5743184.20
11-i128-d0    0            1  5435165.80
11-i128-d0    0            2  5406746.20
11-i128-d0    0            3  5385800.60
11-i16-d0     0            1 10327157.60
11-i16-d0     0            2 10323181.80
11-i16-d0     0            3 10009904.80
11-i2-d0      0            1  8449018.00
11-i2-d0      0            2  8465857.00
11-i2-d0      0            3  8491379.60
11-i32-d0     0            1  9221119.20
11-i32-d0     0            2  9202899.20
11-i32-d0     0            3  8899330.00
11-i4-d0      0            1 10569233.20
11-i4-d0      0            2 10690560.00
11-i4-d0      0            3 10560145.00
11-i64-d0     0            1  6763402.20
11-i64-d0     0            2  6776527.60
11-i64-d0     0            3  6794739.00
11-i8-d0      0            1 11342681.80
11-i8-d0      0            2 11286114.60
11-i8-d0      0            3 11283678.20
121-i1-d0     0            1 48596500.40
121-i1-d0     0            2 48435519.00
121-i1-d0     0            3 48506124.80
121-i128-d0   0            1 47315332.40
121-i128-d0   0            2 47226501.80
121-i128-d0   0            3 45995068.00
121-i16-d0    0            1 59109851.80
121-i16-d0    0            2 59144599.00
121-i16-d0    0            3 58112754.60
121-i2-d0     0            1 61141001.40
121-i2-d0     0            2 61185928.60
121-i2-d0     0            3 61084395.40
121-i32-d0    0            1 46377920.20
121-i32-d0    0            2 46242074.00
121-i32-d0    0            3 45079845.40
121-i4-d0     0            1 59347859.20
121-i4-d0     0            2 59425121.80
121-i4-d0     0            3 59315933.00
121-i64-d0    0            1 48139939.20
121-i64-d0    0            2 48068098.00
121-i64-d0    0            3 46834881.60
121-i8-d0     0            1 58209037.40
121-i8-d0     0            2 58089383.80
121-i8-d0     0            3 58180474.40
14-i1-d0      0            1  6281821.80
14-i1-d0      0            2  6294670.40
14-i1-d0      0            3  6322567.40
14-i128-d0    0            1  5739020.00
14-i128-d0    0            2  5712789.20
14-i128-d0    0            3  5575045.60
14-i16-d0     0            1 12671728.80
14-i16-d0     0            2 12562892.40
14-i16-d0     0            3 12160095.80
14-i2-d0      0            1 11156576.40
14-i2-d0      0            2 11224281.80
14-i2-d0      0            3 11201176.00
14-i32-d0     0            1 10291161.00
14-i32-d0     0            2 10240075.00
14-i32-d0     0            3 10211444.60
14-i4-d0      0            1 14107445.60
14-i4-d0      0            2 14184899.40
14-i4-d0      0            3 14048620.60
14-i64-d0     0            1  7344135.00
14-i64-d0     0            2  7394111.00
14-i64-d0     0            3  7250137.20
14-i8-d0      0            1 14687001.20
14-i8-d0      0            2 14682584.60
14-i8-d0      0            3 14668869.00
146-i1-d0     0            1 58971585.80
146-i1-d0     0            2 59078734.20
146-i1-d0     0            3 59163834.20
146-i128-d0   0            1 57990241.40
146-i128-d0   0            2 58036918.80
146-i128-d0   0            3 56443029.20
146-i16-d0    0            1 60060300.80
146-i16-d0    0            2 59993185.40
146-i16-d0    0            3 58670511.80
146-i2-d0     0            1 62268140.00
146-i2-d0     0            2 62427426.20
146-i2-d0     0            3 62406107.40
146-i32-d0    0            1 59378566.80
146-i32-d0    0            2 59553484.60
146-i32-d0    0            3 58034369.40
146-i4-d0     0            1 61139878.20
146-i4-d0     0            2 61298474.40
146-i4-d0     0            3 61223085.40
146-i64-d0    0            1 57104524.60
146-i64-d0    0            2 57015614.40
146-i64-d0    0            3 55631181.80
146-i8-d0     0            1 59940159.40
146-i8-d0     0            2 60008419.80
146-i8-d0     0            3 60146377.80
160-i1-d0     0            1 63448400.60
160-i1-d0     0            2 63332480.00
160-i1-d0     0            3 63337357.80
160-i128-d0   0            1 62101176.40
160-i128-d0   0            2 62232620.00
160-i128-d0   0            3 60668757.60
160-i16-d0    0            1 60799977.60
160-i16-d0    0            2 61068338.60
160-i16-d0    0            3 59731817.20
160-i2-d0     0            1 62978564.40
160-i2-d0     0            2 62989436.60
160-i2-d0     0            3 63148895.20
160-i32-d0    0            1 60614526.60
160-i32-d0    0            2 60807660.40
160-i32-d0    0            3 59493122.40
160-i4-d0     0            1 62122145.00
160-i4-d0     0            2 62157674.40
160-i4-d0     0            3 62179386.00
160-i64-d0    0            1 61057453.20
160-i64-d0    0            2 61095852.40
160-i64-d0    0            3 59599765.20
160-i8-d0     0            1 60881584.00
160-i8-d0     0            2 61148341.20
160-i8-d0     0            3 61279923.00
17-i1-d0      0            1  7720810.40
17-i1-d0      0            2  7724142.40
17-i1-d0      0            3  7766399.60
17-i128-d0    0            1  6567584.20
17-i128-d0    0            2  6589706.80
17-i128-d0    0            3  6453706.60
17-i16-d0     0            1 14940145.80
17-i16-d0     0            2 14882538.80
17-i16-d0     0            3 14736994.40
17-i2-d0      0            1 13227643.60
17-i2-d0      0            2 13254156.40
17-i2-d0      0            3 13251283.00
17-i32-d0     0            1 11550269.40
17-i32-d0     0            2 11473108.20
17-i32-d0     0            3 11329718.40
17-i4-d0      0            1 16885478.40
17-i4-d0      0            2 16886700.40
17-i4-d0      0            3 16956192.00
17-i64-d0     0            1  7848105.60
17-i64-d0     0            2  7773483.40
17-i64-d0     0            3  7779097.20
17-i8-d0      0            1 18438921.80
17-i8-d0      0            2 18393111.00
17-i8-d0      0            3 18401626.00
2-i1-d0       0            1  2254484.80
2-i1-d0       0            2  2260319.60
2-i1-d0       0            3  2286585.80
2-i128-d0     0            1  2193391.40
2-i128-d0     0            2  2181451.20
2-i128-d0     0            3  2145285.80
2-i16-d0      0            1  2537983.60
2-i16-d0      0            2  2549777.60
2-i16-d0      0            3  2626148.60
2-i2-d0       0            1  2264179.80
2-i2-d0       0            2  2271462.60
2-i2-d0       0            3  2270201.80
2-i32-d0      0            1  2618422.20
2-i32-d0      0            2  2540632.20
2-i32-d0      0            3  2473525.40
2-i4-d0       0            1  2256769.20
2-i4-d0       0            2  2258216.80
2-i4-d0       0            3  2251237.60
2-i64-d0      0            1  2307073.00
2-i64-d0      0            2  2318889.00
2-i64-d0      0            3  2206016.00
2-i8-d0       0            1  2593342.60
2-i8-d0       0            2  2545753.60
2-i8-d0       0            3  2587435.60
21-i1-d0      0            1  9297577.60
21-i1-d0      0            2  9293671.40
21-i1-d0      0            3  9303681.00
21-i128-d0    0            1  9938230.80
21-i128-d0    0            2  9977431.00
21-i128-d0    0            3  9785263.80
21-i16-d0     0            1 18931538.60
21-i16-d0     0            2 19049017.60
21-i16-d0     0            3 18345895.80
21-i2-d0      0            1 15007089.00
21-i2-d0      0            2 14972240.80
21-i2-d0      0            3 14802058.00
21-i32-d0     0            1 12817693.00
21-i32-d0     0            2 12873682.80
21-i32-d0     0            3 12731179.80
21-i4-d0      0            1 21124662.80
21-i4-d0      0            2 21183639.40
21-i4-d0      0            3 21073080.00
21-i64-d0     0            1  8199713.80
21-i64-d0     0            2  8211899.20
21-i64-d0     0            3  8027697.20
21-i8-d0      0            1 23159844.20
21-i8-d0      0            2 23091556.20
21-i8-d0      0            3 23164406.60
26-i1-d0      0            1 11840261.00
26-i1-d0      0            2 11844736.40
26-i1-d0      0            3 11874673.20
26-i128-d0    0            1 11031534.80
26-i128-d0    0            2 11070623.00
26-i128-d0    0            3 10847887.40
26-i16-d0     0            1 21015294.40
26-i16-d0     0            2 21028091.40
26-i16-d0     0            3 20722623.00
26-i2-d0      0            1 19344912.60
26-i2-d0      0            2 19449213.00
26-i2-d0      0            3 19423582.40
26-i32-d0     0            1 13052535.60
26-i32-d0     0            2 13042130.80
26-i32-d0     0            3 12793243.00
26-i4-d0      0            1 26870526.00
26-i4-d0      0            2 26768829.80
26-i4-d0      0            3 26996008.60
26-i64-d0     0            1 10347004.60
26-i64-d0     0            2 10328433.20
26-i64-d0     0            3 10143252.20
26-i8-d0      0            1 25921272.40
26-i8-d0      0            2 25970896.00
26-i8-d0      0            3 25931696.00
3-i1-d0       0            1  2597649.60
3-i1-d0       0            2  2623280.60
3-i1-d0       0            3  2610582.60
3-i128-d0     0            1  2957787.20
3-i128-d0     0            2  2983545.40
3-i128-d0     0            3  2821133.40
3-i16-d0      0            1  3934544.20
3-i16-d0      0            2  3854407.80
3-i16-d0      0            3  3738391.00
3-i2-d0       0            1  2594931.60
3-i2-d0       0            2  2597679.20
3-i2-d0       0            3  2620316.80
3-i32-d0      0            1  3339574.80
3-i32-d0      0            2  3399919.60
3-i32-d0      0            3  3248024.00
3-i4-d0       0            1  3414539.80
3-i4-d0       0            2  3401285.40
3-i4-d0       0            3  3385333.60
3-i64-d0      0            1  2958940.00
3-i64-d0      0            2  2981838.60
3-i64-d0      0            3  2837648.00
3-i8-d0       0            1  3917984.00
3-i8-d0       0            2  3890378.00
3-i8-d0       0            3  3872105.80
32-i1-d0      0            1 12892592.40
32-i1-d0      0            2 12884508.80
32-i1-d0      0            3 12913827.80
32-i128-d0    0            1 11654735.40
32-i128-d0    0            2 11709050.80
32-i128-d0    0            3 11492600.60
32-i16-d0     0            1 23197597.20
32-i16-d0     0            2 23110022.40
32-i16-d0     0            3 22757769.20
32-i2-d0      0            1 23333247.80
32-i2-d0      0            2 23290990.00
32-i2-d0      0            3 23327806.40
32-i32-d0     0            1 13984054.80
32-i32-d0     0            2 13988220.80
32-i32-d0     0            3 13781599.00
32-i4-d0      0            1 33391238.20
32-i4-d0      0            2 33559180.40
32-i4-d0      0            3 33518975.60
32-i64-d0     0            1 15236283.20
32-i64-d0     0            2 15277283.60
32-i64-d0     0            3 14893520.40
32-i8-d0      0            1 31222588.80
32-i8-d0      0            2 31293352.20
32-i8-d0      0            3 31310934.20
39-i1-d0      0            1 16090477.40
39-i1-d0      0            2 16034843.80
39-i1-d0      0            3 16074336.00
39-i128-d0    0            1 16916276.80
39-i128-d0    0            2 17033013.60
39-i128-d0    0            3 16762148.20
39-i16-d0     0            1 26626824.00
39-i16-d0     0            2 26566880.80
39-i16-d0     0            3 26384523.00
39-i2-d0      0            1 28743365.00
39-i2-d0      0            2 28832091.40
39-i2-d0      0            3 28681681.20
39-i32-d0     0            1 14436827.40
39-i32-d0     0            2 14495695.20
39-i32-d0     0            3 14212062.40
39-i4-d0      0            1 40914938.80
39-i4-d0      0            2 40836365.40
