   Operation      Sample         Ops
SeqWrite-254684-4   0            1   136746.00
SeqWrite-254684-4   0            2   137633.00
SeqWrite-254684-4   0            3   137633.00
SeqWrite-254684-4   0            4   137633.00
SeqWrite-254684-4   0            5   133319.00
Rewrite-254684-4    0            1   148713.00
Rewrite-254684-4    0            2   150289.00
Rewrite-254684-4    0            3   149236.00
Rewrite-254684-4    0            4   148711.00
Rewrite-254684-4    0            5   144666.00
SeqRead-254684-4    0            1  2658030.00
SeqRead-254684-4    0            2  2658665.00
SeqRead-254684-4    0            3  2659221.00
SeqRead-254684-4    0            4  2659195.00
SeqRead-254684-4    0            5  2658546.00
Reread-254684-4     0            1  2865865.00
Reread-254684-4     0            2  2877328.00
Reread-254684-4     0            3  2852899.00
Reread-254684-4     0            4  2856195.00
Reread-254684-4     0            5  2874046.00
RandRead-254684-4   0            1  2097960.00
RandRead-254684-4   0            2  2080156.00
RandRead-254684-4   0            3  2054167.00
RandRead-254684-4   0            4  2092219.00
RandRead-254684-4   0            5  2071981.00
RandWrite-254684-4  0            1   139139.00
RandWrite-254684-4  0            2   139193.00
RandWrite-254684-4  0            3   137116.00
RandWrite-254684-4  0            4   136944.00
RandWrite-254684-4  0            5   133134.00
BackRead-254684-4   0            1  1934141.00
BackRead-254684-4   0            2  2026253.00
BackRead-254684-4   0            3  2026433.00
BackRead-254684-4   0            4  2026414.00
BackRead-254684-4   0            5  2026303.00
SeqWrite-509368-4   0            1   136752.00
SeqWrite-509368-4   0            2   135228.00
SeqWrite-509368-4   0            3   135878.00
SeqWrite-509368-4   0            4   136095.00
SeqWrite-509368-4   0            5   135878.00
Rewrite-509368-4    0            1   117979.00
Rewrite-509368-4    0            2   145408.00
Rewrite-509368-4    0            3   145409.00
Rewrite-509368-4    0            4   147426.00
Rewrite-509368-4    0            5   144912.00
SeqRead-509368-4    0            1  2657970.00
SeqRead-509368-4    0            2  2743893.00
SeqRead-509368-4    0            3  2744087.00
SeqRead-509368-4    0            4  2658426.00
SeqRead-509368-4    0            5  2743773.00
Reread-509368-4     0            1  2825630.00
Reread-509368-4     0            2  2829147.00
Reread-509368-4     0            3  2834830.00
Reread-509368-4     0            4  2815713.00
Reread-509368-4     0            5  2828173.00
RandRead-509368-4   0            1  2016563.00
RandRead-509368-4   0            2  2024739.00
RandRead-509368-4   0            3  2012214.00
RandRead-509368-4   0            4  2035094.00
RandRead-509368-4   0            5  2011706.00
RandWrite-509368-4  0            1   136906.00
RandWrite-509368-4  0            2   134695.00
RandWrite-509368-4  0            3   135596.00
