   Operation      Sample         Ops
task-0-p2       0            1    20406.00
task-0-p2       0            2      535.00
task-0-p2       0            3      445.00
task-0-p2       0            4      359.00
task-0-p2       0            5      412.00
task-0-p2       0            6      398.00
task-0-p2       0            7      400.00
task-0-p2       0            8      404.00
task-0-p2       0            9      405.00
task-0-p2       0           10      363.00
task-0-p2       0           11      356.00
task-0-p2       0           12      407.00
task-0-p2       0           13      396.00
task-0-p2       0           14      386.00
task-0-p2       0           15      354.00
task-0-p2       0           16      389.00
task-0-p2       0           17      396.00
task-0-p2       0           18      348.00
task-0-p2       0           19      388.00
task-0-p2       0           20      360.00
task-0-p2       0           21      394.00
task-0-p2       0           22      391.00
task-0-p2       0           23      398.00
task-0-p2       0           24      394.00
task-0-p2       0           25      396.00
task-0-p2       0           26      393.00
task-0-p2       0           27      359.00
task-0-p2       0           28      342.00
task-0-p2       0           29      347.00
task-0-p2       0           30      396.00
task-0-p2       0           31      406.00
task-0-p2       0           32      400.00
task-0-p2       0           33      349.00
task-0-p2       0           34      388.00
task-0-p2       0           35      394.00
task-0-p2       0           36      392.00
task-0-p2       0           37      403.00
task-0-p2       0           38      396.00
task-0-p2       0           39      390.00
task-0-p2       0           40      385.00
task-0-p2       0           41      338.00
task-0-p2       0           42      355.00
task-0-p2       0           43      350.00
task-0-p2       0           44      377.00
task-0-p2       0           45      348.00
task-0-p2       0           46      392.00
task-0-p2       0           47      352.00
task-0-p2       0           48      395.00
task-0-p2       0           49      356.00
task-0-p2       0           50      382.00
task-1-p3       0            1      122.00
task-1-p3       0            2      707.00
task-1-p3       0            3      443.00
task-1-p3       0            4      360.00
task-1-p3       0            5      408.00
task-1-p3       0            6      397.00
task-1-p3       0            7      400.00
task-1-p3       0            8      403.00
task-1-p3       0            9      404.00
task-1-p3       0           10      363.00
task-1-p3       0           11      353.00
task-1-p3       0           12      406.00
task-1-p3       0           13      396.00
task-1-p3       0           14      386.00
task-1-p3       0           15      354.00
task-1-p3       0           16      385.00
task-1-p3       0           17      396.00
task-1-p3       0           18      349.00
task-1-p3       0           19      387.00
task-1-p3       0           20      360.00
task-1-p3       0           21      391.00
task-1-p3       0           22      391.00
task-1-p3       0           23      398.00
task-1-p3       0           24      394.00
task-1-p3       0           25      396.00
task-1-p3       0           26      402.00
task-1-p3       0           27      368.00
task-1-p3       0           28      354.00
task-1-p3       0           29      356.00
task-1-p3       0           30      403.00
task-1-p3       0           31      407.00
task-1-p3       0           32      410.00
