   Operation      Sample         Ops
1   0            0      602.60
1   0            1      613.63
1   0            2      613.94
5   0            0     2918.41
5   0            1     3050.39
5   0            2     3086.42
12  0            0     5379.00
12  0            1     5461.43
12  0            2     5661.85
21  0            0     6837.92
21  0            1     6872.03
21  0            2     7098.82
30  0            0     8556.42
30  0            1     8992.63
30  0            2     9024.04
48  0            0    12503.20
48  0            1    13545.69
48  0            2    13605.37
79  0            0    17736.17
79  0            1    18036.61
79  0            2    18343.98
110 0            0    19600.57
110 0            1    19735.32
110 0            2    19707.12
141 0            0    19775.78
141 0            1    19802.96
141 0            2    19534.10
