BUILD NAME,Operation,send-64,send-128,send-256,send-1024,send-2048,send-3312,send-4096,send-8192,send-163840,recv-64,recv-128,recv-256,recv-1024,recv-2048,recv-3312,recv-4096,recv-8192,recv-163840,loss-64,loss-128,loss-256,loss-1024,loss-2048,loss-3312,loss-4096,loss-8192,loss-163840
baseline,0,333.91,662.83,1348.4,5337.01,10667.7,16736.2,20605.1,39873.1,73761.2,246.55,493.69,998.92,3993.77,8013.45,12560,15664.2,30687.5,58415.3,87.36,169.14,349.48,1343.24,2654.25,4176.13,4940.94,9185.65,15345.8
