BUILD NAME,64,128,256,1024,2048,3312,4096,8192,163840,Operation,send-64,send-128,send-256,send-1024,send-2048,send-3312,send-4096,send-8192,send-163840,recv-64,recv-128,recv-256,recv-1024,recv-2048,recv-3312,recv-4096,recv-8192,recv-163840,loss-64,loss-128,loss-256,loss-1024,loss-2048,loss-3312,loss-4096,loss-8192,loss-163840
baseline,28643.5,7149.23,11610.2,41943.5,68354.6,92555.1,111014,171742,239294,0,360.74,720.46,1424.85,5717.31,11032.1,17572.4,21440.6,40728.8,73513.5,258.76,517.83,1028.06,4162.49,8062.19,12951.2,15983.2,30356.6,55724.2,101.98,202.63,396.79,1554.82,2969.89,4621.23,5457.47,10372.1,17789.3
