   Operation      Sample         Ops
commit   0    5630.6099       67.00
commit   0    5646.8653     3054.80
commit   0    5656.2162       42.80
commit   0    5671.4176     2587.70
commit   0    5682.0502      683.50
commit   0    5694.2291      683.50
commit   0    5706.4635      713.40
commit   0    5718.3684      725.40
commit   0    5728.7047      558.00
commit   0    5740.5737      713.50
commit   0    5752.9337     1102.70
commit   0    5763.5943      653.60
commit   0    5775.5412      785.30
commit   0    5788.0331      725.40
commit   0    5800.1835      809.30
commit   0    5810.7473      462.00
commit   0    5822.6848      833.20
commit   0    5834.4961      671.50
commit   0    5846.0560      749.60
commit   0    5857.2985      599.70
commit   0    5869.7146      701.50
commit   0    5881.7455      647.60
commit   0    5892.3062      564.00
commit   0    5904.5136     1120.70
commit   0    5915.2660      509.90
commit   0    5924.7728       60.80
commit   0    5939.1359     1456.00
commit   0    5949.4975      713.50
commit   0    5958.7978       54.80
commit   0    5968.1758       60.80
commit   0    5984.4162     3030.80
commit   0    5993.9678       48.80
commit   0    6008.5147     1941.00
commit   0    6017.8388       54.80
commit   0    6027.2527       60.80
commit   0    6041.2356     2605.70
commit   0    6053.7693      731.50
commit   0    6064.8393      821.30
commit   0    6078.4231     1084.70
commit   0    6088.7435      647.60
commit   0    6100.8542      629.70
commit   0    6112.6416      737.40
commit   0    6123.7675      665.50
commit   0    6135.6934      845.20
commit   0    6147.9368      779.40
commit   0    6159.7789      665.60
commit   0    6171.5313      941.10
commit   0    6180.9900       54.80
commit   0    6194.4358     1264.40
commit   0    6206.4605      653.60
commit   0    6217.2817      755.40
commit   0    6229.2525      509.90
commit   0    6241.5229      743.40
commit   0    6253.6265      683.50
commit   0    6263.8669      611.70
commit   0    6276.1431      725.50
commit   0    6288.7189      701.70
commit   0    6300.8633      695.50
commit   0    6311.7005      438.00
commit   0    6324.0028      707.50
commit   0    6336.2753      689.50
commit   0    6345.4996       54.80
commit   0    6354.9578       48.80
commit   0    6370.2982     2743.40
commit   0    6379.6613       54.80
commit   0    6388.7190       48.80
commit   0    6405.4713     3036.90
commit   0    6414.7027       54.80
commit   0    6424.1496       60.80
commit   0    6433.4699       42.80
commit   0    6450.4586     1665.60
commit   0    6459.8965       54.80
commit   0    6469.3645       48.80
commit   0    6486.3173     3054.80
commit   0    6495.5408       48.80
commit   0    6505.0325       48.80
commit   0    6521.6443     3060.80
commit   0    6531.2453       60.80
commit   0    6540.7657       54.80
commit   0    6550.6019       42.80
commit   0    6567.4201     3048.80
commit   0    6576.9089       48.80
commit   0    6586.2481       48.80
commit   0    6603.2285     3030.90
commit   0    6612.6484       48.80
commit   0    6626.3557     1731.40
commit   0    6639.4644     1282.30
commit   0    6650.3334      533.90
commit   0    6662.9761      707.50
commit   0    6675.5756      929.10
commit   0    6687.5645      629.60
commit   0    6698.8646      605.70
commit   0    6710.7338      707.50
commit   0    6722.6028      641.60
commit   0    6735.0766      641.60
commit   0    6745.8879      569.70
commit   0    6758.1963      641.60
commit   0    6770.5645      695.50
commit   0    6782.7830      635.60
commit   0    6792.4462       66.80
commit   0    6801.6177       48.80
commit   0    6810.8252       48.80
commit   0    6827.5054     3042.90
commit   0    6837.3895       48.80
commit   0    6852.5498     2497.90
commit   0    6862.9579      833.30
commit   0    6872.0484       48.80
commit   0    6881.8098       52.50
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     125.5927     2657.60
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.30
read     0     251.2905     2575.40
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     384.5999     2613.00
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4543     3041.30
read     0     512.4544     3041.30
read     0     512.4544     3041.30
read     0     512.4544     3041.30
read     0     512.4544     3041.30
read     0     512.4544     3041.30
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3056.00
read     0     638.6213     3056.00
read     0     638.6213     3056.00
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3055.90
read     0     638.6213     3056.00
read     0     638.6213     3055.90
read     0     638.6213     3056.00
read     0     638.6213     3055.90
read     0     638.6213     3056.00
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3046.10
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     772.8791     3039.50
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0     900.2138     2984.40
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3427     2854.70
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3427     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1029.3428     2854.60
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8446     3047.20
read     0    1160.8447     3047.20
read     0    1160.8447     3047.20
read     0    1160.8447     3047.20
read     0    1160.8447     3047.20
read     0    1160.8447     3047.20
read     0    1160.8447     3047.20
read     0    1286.2564     3054.70
read     0    1286.2564     3054.70
read     0    1286.2564     3054.70
read     0    1286.2565     3054.70
read     0    1286.2564     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
